SNo,Provinces,Name,Municipal sub-type,Population -2011,Population -2006,Change (%),Land area (km²),Population density (per km2),,,
2040,Quebec,Pohénégamook,Town,"2,770","2,940",?5.8,340.33,8.1,,,
2041,Quebec,Pointe-à-la-Croix,Municipality,"1,472","1,587",?7.2,394.39,3.7,,,
2042,Quebec,Pointe-aux-Outardes,Village,"1,330","1,443",?7.8,74.69,17.8,,,
2043,Quebec,Pointe-Calumet,Municipality,"6,396","6,574",?2.7,4.63,"1,382.40",,,
2044,Quebec,Pointe-Claire,Town,"30,790","30,161",2.1,18.88,"1,631.00",,,
2045,Quebec,Pointe-des-Cascades,Village,"1,340","1,046",28.1,2.67,502.2,,,
2046,Quebec,Pointe-Fortune,Village,542,507,6.9,8.35,64.9,,,
2047,Quebec,Pointe-Lebel,Village,"1,973","1,958",0.8,84.79,23.3,,,
2048,Quebec,Pontiac,Municipality,"5,681","5,238",8.5,448.31,12.7,,,
2049,Quebec,Pont-Rouge,Town,"8,723","7,518",16,121.23,72,,,
2050,Quebec,Portage-du-Fort,Village,266,280,?5.0,4.36,61,,,
2051,Quebec,Port-Cartier,Town,"6,651","6,758",?1.6,"1,101.31",6,,,
2052,Quebec,Port-Daniel–Gascons,Municipality,"2,453","2,586",?5.1,302.69,8.1,,,
2053,Quebec,Portneuf,Town,"3,107","3,086",0.7,108.99,28.5,,,
2054,Quebec,Portneuf-sur-Mer,Municipality,761,835,?8.9,186.13,4.1,,,
2055,Quebec,Potton,Township,"1,849","1,790",3.3,261.78,7.1,,,
2056,Quebec,Poularies,Municipality,679,693,?2.0,170.41,4,,,
2057,Quebec,Preissac,Municipality,786,726,8.3,427.96,1.8,,,
2058,Quebec,Prévost,Town,"12,171","10,132",20.1,35.05,347.2,,,
2059,Quebec,Price,Village,"1,673","1,777",?5.9,2.59,646,,,
2060,Quebec,Princeville,Town,"5,693","5,571",2.2,194.02,29.3,,,
2061,Quebec,Quebec City,Town,"5,16,622","4,91,142",5.2,454.1,"1,137.70",,,
2062,Quebec,Racine,Municipality,"1,252","1,265",?1.0,105.85,11.8,,,
2063,Quebec,Ragueneau,Parish,"1,405","1,520",?7.6,185.56,7.6,,,
2064,Quebec,Rapide-Danseur,Municipality,312,273,14.3,175.33,1.8,,,
2065,Quebec,Rapides-des-Joachims,Municipality,167,172,?2.9,242.86,0.5,,,
2066,Quebec,Rawdon,Municipality,"10,416","10,058",3.6,187.07,55.7,,,
2067,Quebec,Rémigny,Municipality,279,318,?12.3,896.29,0.3,,,
2068,Quebec,Repentigny,Town,"82,000","76,237",7.6,61.79,"1,327.10",,,
2069,Quebec,Richelieu,Town,"5,467","5,208",5,31.02,176.2,,,
2070,Quebec,Richmond,Town,"3,275","3,336",?1.8,7.12,460.2,,,
2071,Quebec,Rigaud,Municipality,"7,346","6,780",8.3,99.12,74.1,,,
2072,Quebec,Rimouski,Town,"46,860","45,186",3.7,339.84,137.9,,,
2073,Quebec,Ripon,Municipality,"1,522","1,497",1.7,133.11,11.4,,,
2074,Quebec,Ristigouche-Partie-Sud-Est,Township,167,173,?3.5,51.27,3.3,,,
2075,Quebec,Rivière-à-Claude,Municipality,130,171,?24.0,156.61,0.8,,,
2076,Quebec,Rivière-à-Pierre,Municipality,671,694,?3.3,523.42,1.3,,,
2077,Quebec,Rivière-au-Tonnerre,Municipality,307,390,?21.3,619.2,0.5,,,
2078,Quebec,Rivière-Beaudette,Municipality,"1,885","1,720",9.6,18.51,101.9,,,
2079,Quebec,Rivière-Bleue,Municipality,"1,299","1,407",?7.7,174.07,7.5,,,
2080,Quebec,Rivière-du-Loup,Town,"19,447","18,586",4.6,84.23,230.9,,,
2081,Quebec,Rivière-Éternité,Municipality,484,557,?13.1,473.57,1,,,
2082,Quebec,Rivière-Héva,Municipality,"1,433","1,239",15.7,425.33,3.4,,,
2083,Quebec,Rivière-Ouelle,Municipality,"1,058","1,165",?9.2,56.75,18.6,,,
2084,Quebec,Rivière-Rouge,Town,"4,645","4,152",11.9,455.35,10.2,,,
2085,Quebec,Rivière-Saint-Jean,Municipality,239,260,?8.1,522.57,0.5,,,
2086,Quebec,Roberval,Town,"10,227","10,544",?3.0,152.99,66.8,,,
2087,Quebec,Rochebaucourt,Municipality,161,177,?9.0,184.6,0.9,,,
2088,Quebec,Roquemaure,Municipality,414,402,3,120.78,3.4,,,
2089,Quebec,Rosemère,Town,"14,294","14,173",0.9,10.77,"1,326.90",,,
2090,Quebec,Rougemont,Municipality,"2,723","2,622",3.9,43.9,62,,,
2091,Quebec,Rouyn-Noranda,Town,"41,012","39,924",2.7,"6,010.50",6.8,,,
2092,Quebec,Roxton,Township,"1,093","1,016",7.6,149.08,7.3,,,
2093,Quebec,Roxton Falls,Village,"1,265","1,305",?3.1,4.88,259.1,,,
2094,Quebec,Roxton Pond,Municipality,"3,786","3,599",5.2,97.68,38.8,,,
2095,Quebec,Sacré-Cœur,Municipality,"1,881","2,024",?7.1,306.98,6.1,,,
2096,Quebec,Sacré-Cœur-de-Jésus,Parish,564,599,?5.8,104.82,5.4,,,
2097,Quebec,Saguenay,Town,"1,44,746","1,43,692",0.7,"1,126.48",128.5,,,
2098,Quebec,Saint-Adalbert,Municipality,536,596,?10.1,219.2,2.4,,,
2099,Quebec,Saint-Adelme,Parish,485,497,?2.4,100.46,4.8,,,
2100,Quebec,Saint-Adelphe,Parish,952,"1,013",?6.0,137.45,6.9,,,
2101,Quebec,Saint-Adolphe-d'Howard,Municipality,"3,702","3,563",3.9,138.97,26.6,,,
2102,Quebec,Saint-Adrien,Municipality,490,488,0.4,98.87,5,,,
2103,Quebec,Saint-Adrien-d'Irlande,Municipality,389,403,?3.5,53.29,7.3,,,
2104,Quebec,Saint-Agapit,Municipality,"3,567","2,965",20.3,65.48,54.5,,,
2105,Quebec,Saint-Aimé,Municipality,505,523,?3.4,60.7,8.3,,,
2106,Quebec,Saint-Aimé-des-Lacs,Municipality,"1,073","1,076",?0.3,92.62,11.6,,,
2107,Quebec,Saint-Aimé-du-Lac-des-Îles,Municipality,778,774,0.5,163.3,4.8,,,
2108,Quebec,Saint-Alban,Municipality,"1,225","1,138",7.6,149.53,8.2,,,
2109,Quebec,Saint-Albert,Municipality,"1,526","1,501",1.7,69.87,21.8,,,
2110,Quebec,Saint-Alexandre,Municipality,"2,495","2,340",6.6,76.16,32.8,,,
2111,Quebec,Saint-Alexandre-de-Kamouraska,Municipality,"2,050","1,880",9,111.49,18.4,,,
2112,Quebec,Saint-Alexandre-des-Lacs,Parish,258,275,?6.2,89.77,2.9,,,
2113,Quebec,Saint-Alexis,Municipality,"1,367","1,278",7,43.32,31.6,,,
2114,Quebec,Saint-Alexis-de-Matapédia,Municipality,548,625,?12.3,84.4,6.5,,,
2115,Quebec,Saint-Alexis-des-Monts,Parish,"3,046","3,118",?2.3,"1,048.28",2.9,,,
2116,Quebec,Saint-Alfred,Municipality,485,458,5.9,43.01,11.3,,,
2117,Quebec,Saint-Alphonse,Municipality,691,731,?5.5,112.38,6.1,,,
2118,Quebec,Saint-Alphonse-de-Granby,Municipality,"3,125","2,918",7.1,49.93,62.6,,,
2119,Quebec,Saint-Alphonse-Rodriguez,Municipality,"3,134","3,152",?0.6,97.79,32,,,
2120,Quebec,Saint-Amable,Municipality,"10,870","8,398",29.4,36.68,296.3,,,
2121,Quebec,Saint-Ambroise,Municipality,"3,546","3,484",1.8,150.78,23.5,,,
2122,Quebec,Saint-Ambroise-de-Kildare,Parish,"3,747","3,491",7.3,67.72,55.3,,,
2123,Quebec,Saint-Anaclet-de-Lessard,Parish,"3,035","2,644",14.8,127.21,23.9,,,
2124,Quebec,Saint-André,Municipality,651,618,5.3,70.74,9.2,,,
2125,Quebec,Saint-André-Avellin,Municipality,"3,702","3,435",7.8,138.68,26.7,,,
2126,Quebec,Saint-André-d'Argenteuil,Municipality,"3,275","3,097",5.7,97.78,33.5,,,
2127,Quebec,Saint-André-de-Restigouche,Municipality,157,192,?18.2,143.96,1.1,,,
2128,Quebec,Saint-André-du-Lac-Saint-Jean,Village,488,484,0.8,145.29,3.4,,,
2129,Quebec,Saint-Anicet,Municipality,"2,523","2,717",?7.1,135.16,18.7,,,
2130,Quebec,Saint-Anselme,Municipality,"3,458","3,220",7.4,73.77,46.9,,,
2131,Quebec,Saint-Antoine-de-l'Isle-aux-Grues,Parish,146,163,?10.4,24.82,5.9,,,
2132,Quebec,Saint-Antoine-de-Tilly,Municipality,"1,604","1,449",10.7,60.35,26.6,,,
2133,Quebec,Saint-Antoine-sur-Richelieu,Municipality,"1,659","1,594",4.1,65.72,25.2,,,
2134,Quebec,Saint-Antonin,Parish,"4,027","3,780",6.5,175.94,22.9,,,
2135,Quebec,Saint-Apollinaire,Municipality,"5,102","4,425",15.3,97.17,52.5,,,
2136,Quebec,Saint-Armand,Municipality,"1,248","1,166",7,82.88,15.1,,,
2137,Quebec,Saint-Arsène,Parish,"1,253","1,151",8.9,70.62,17.7,,,
2138,Quebec,Saint-Athanase,Municipality,301,321,?6.2,292.55,1,,,
2139,Quebec,Saint-Aubert,Municipality,"1,409","1,468",?4.0,100.41,14,,,
2140,Quebec,Saint-Augustin,Municipality,478,599,?20.2,"1,254.28",0.4,,,
2141,Quebec,Saint-Augustin,Parish,400,393,1.8,105.18,3.8,,,
2142,Quebec,Saint-Augustin-de-Desmaures,Town,"18,141","17,281",5,85.76,211.5,,,
2143,Quebec,Saint-Augustin-de-Woburn,Parish,695,701,?0.9,280.63,2.5,,,
2144,Quebec,Saint-Barnabé,Parish,"1,179","1,207",?2.3,59.07,20,,,
2145,Quebec,Saint-Barnabé-Sud,Municipality,859,864,?0.6,57.4,15,,,
2146,Quebec,Saint-Barthélemy,Parish,"1,883","2,037",?7.6,105.16,17.9,,,
2147,Quebec,Saint-Basile,Town,"2,463","2,560",?3.8,98.2,25.1,,,
2148,Quebec,Saint-Basile-le-Grand,Town,"16,736","15,605",7.2,36.1,463.6,,,
2149,Quebec,Saint-Benjamin,Municipality,891,865,3,111.43,8,,,
2150,Quebec,Saint-Benoît-du-Lac,Municipality,50,48,4.2,2.38,21,,,
2151,Quebec,Saint-Benoît-Labre,Municipality,"1,612","1,613",?0.1,84.99,19,,,
2152,Quebec,Saint-Bernard,Municipality,"2,021","1,920",5.3,90.01,23.7,,,
2153,Quebec,Saint-Bernard-de-Lacolle,Parish,"1,477","1,537",?3.9,113.19,13,,,
2154,Quebec,Saint-Bernard-de-Michaudville,Municipality,521,486,7.2,65.49,8,,,
2155,Quebec,Saint-Blaise-sur-Richelieu,Municipality,"1,837","2,050",?10.4,69.78,26.3,,,
2156,Quebec,Saint-Bonaventure,Municipality,"1,017",983,3.5,78.59,12.9,,,
2157,Quebec,Saint-Boniface,Municipality,"4,511","4,180",7.9,109.07,41.4,,,
2158,Quebec,Saint-Bruno,Municipality,"2,636","2,353",12,77.92,33.8,,,
2159,Quebec,Saint-Bruno-de-Guigues,Municipality,"1,100","1,076",2.2,125.34,8.8,,,
2160,Quebec,Saint-Bruno-de-Kamouraska,Municipality,534,534,0,189.53,2.8,,,
2161,Quebec,Saint-Bruno-de-Montarville,Town,"26,107","24,388",7,43.28,603.3,,,
2162,Quebec,Saint-Calixte,Municipality,"5,934","5,687",4.3,143.36,41.4,,,
2163,Quebec,Saint-Camille,Township,511,448,14.1,82.66,6.2,,,
2164,Quebec,Saint-Camille-de-Lellis,Parish,844,904,?6.6,251.51,3.4,,,
2165,Quebec,Saint-Casimir,Municipality,"1,500","1,528",?1.8,66.75,22.5,,,
2166,Quebec,Saint-Célestin,Municipality,611,624,?2.1,77,7.9,,,
2167,Quebec,Saint-Célestin,Village,781,762,2.5,1.37,571,,,
2168,Quebec,Saint-Césaire,Town,"5,686","5,151",10.4,83.55,68.1,,,
2169,Quebec,Saint-Charles-Borromée,Municipality,"13,321","12,030",10.7,18.63,715,,,
2170,Quebec,Saint-Charles-de-Bellechasse,Municipality,"2,246","2,159",4,93.12,24.1,,,
2171,Quebec,Saint-Charles-de-Bourget,Municipality,690,659,4.7,61.96,11.1,,,
2172,Quebec,Saint-Charles-Garnier,Parish,271,298,?9.1,85.07,3.2,,,
2173,Quebec,Saint-Charles-sur-Richelieu,Municipality,"1,643","1,742",?5.7,65.21,25.2,,,
2174,Quebec,Saint-Christophe-d'Arthabaska,Parish,"2,892","2,709",6.8,69.09,41.9,,,
2175,Quebec,Saint-Chrysostome,Municipality,"2,522","2,584",?2.4,99.95,25.2,,,
2176,Quebec,Saint-Claude,Municipality,"1,106","1,104",0.2,118.65,9.3,,,
2177,Quebec,Saint-Clément,Parish,499,521,?4.2,87.98,5.7,,,
2178,Quebec,Saint-Cléophas,Parish,334,367,?9.0,97.74,3.4,,,
2179,Quebec,Saint-Cléophas-de-Brandon,Municipality,276,284,?2.8,14.96,18.5,,,
2180,Quebec,Saint-Clet,Municipality,"1,738","1,725",0.8,39.21,44.3,,,
2181,Quebec,Saint-Colomban,Town,"13,080","10,136",29,93.56,139.8,,,
2182,Quebec,Saint-Côme,Parish,"2,198","2,161",1.7,162.73,13.5,,,
2183,Quebec,Saint-Côme–Linière,Municipality,"3,274","3,260",0.4,150.4,21.8,,,
2184,Quebec,Saint-Constant,Town,"24,980","23,957",4.3,56.83,439.5,,,
2185,Quebec,Saint-Cuthbert,Municipality,"1,839","1,938",?5.1,132.46,13.9,,,
2186,Quebec,Saint-Cyprien,Municipality,"1,163","1,262",?7.8,138.13,8.4,,,
2187,Quebec,Saint-Cyprien,Parish,548,630,?13.0,93.62,5.9,,,
2188,Quebec,Saint-Cyprien-de-Napierville,Municipality,"1,869","1,570",19,97.1,19.2,,,
2189,Quebec,Saint-Cyrille-de-Lessard,Parish,753,778,?3.2,229.72,3.3,,,
2190,Quebec,Saint-Cyrille-de-Wendover,Municipality,"4,389","4,079",7.6,110.3,39.8,,,
2191,Quebec,Saint-Damase,Municipality,"2,506","2,486",0.8,79.07,31.7,,,
2192,Quebec,Saint-Damase,Parish,397,446,?11.0,117.02,3.4,,,
2193,Quebec,Saint-Damase-de-L'Islet,Municipality,591,593,?0.3,244.24,2.4,,,
2194,Quebec,Saint-Damien,Parish,"2,020","2,178",?7.3,255.16,7.9,,,
2195,Quebec,Saint-Damien-de-Buckland,Parish,"2,071","1,951",6.2,82.27,25.2,,,
2196,Quebec,Saint-David,Municipality,832,794,4.8,92.86,9,,,
2197,Quebec,Saint-David-de-Falardeau,Municipality,"2,657","2,555",4,399.73,6.6,,,
2198,Quebec,Saint-Denis-De La Bouteillerie,Municipality,503,523,?3.8,33.71,14.9,,,
2199,Quebec,Saint-Denis-de-Brompton,Municipality,"3,402","3,090",10.1,70.73,48.1,,,
2200,Quebec,Saint-Denis-sur-Richelieu,Municipality,"2,285","2,243",1.9,85.01,26.9,,,
2201,Quebec,Saint-Didace,Parish,593,668,?11.2,100.23,5.9,,,
2202,Quebec,Saint-Dominique,Municipality,"2,327","2,132",9.1,69.08,33.7,,,
2203,Quebec,Saint-Dominique-du-Rosaire,Municipality,434,447,?2.9,482.77,0.9,,,
2204,Quebec,Saint-Donat,Municipality,"4,130","4,297",?3.9,353.78,11.7,,,
2205,Quebec,Saint-Donat,Parish,890,892,?0.2,94.03,9.5,,,
2206,Quebec,Saint-Edmond-de-Grantham,Parish,673,631,6.7,48.26,13.9,,,
2207,Quebec,Saint-Edmond-les-Plaines,Municipality,390,432,?9.7,84.15,4.6,,,
2208,Quebec,Saint-Édouard,Municipality,"1,312","1,212",8.3,52.93,24.8,,,
2209,Quebec,Saint-Édouard-de-Fabre,Parish,649,701,?7.4,192.25,3.4,,,
2210,Quebec,Saint-Édouard-de-Lotbinière,Parish,"1,248","1,261",?1.0,98.54,12.7,,,
2211,Quebec,Saint-Édouard-de-Maskinongé,Municipality,774,800,?3.3,52.85,14.6,,,
2212,Quebec,Saint-Élie-de-Caxton,Municipality,"1,676","1,676",0,117.91,14.2,,,
2213,Quebec,Saint-Éloi,Parish,311,338,?8.0,66.8,4.7,,,
2214,Quebec,Saint-Elphège,Parish,292,271,7.7,40.53,7.2,,,
2215,Quebec,Saint-Elzéar,Municipality,467,508,?8.1,204.76,2.3,,,
2216,Quebec,Saint-Elzéar,Municipality,"2,107","1,864",13,87.32,24.1,,,
2217,Quebec,Saint-Elzéar-de-Témiscouata,Municipality,343,334,2.7,150.5,2.3,,,
2218,Quebec,Saint-Émile-de-Suffolk,Municipality,566,537,5.4,58.4,9.7,,,
2219,Quebec,Saint-Éphrem-de-Beauce,Municipality,"2,567","2,627",?2.3,119.53,21.5,,,
2220,Quebec,Saint-Épiphane,Municipality,849,874,?2.9,82.1,10.3,,,
2221,Quebec,Saint-Esprit,Municipality,"1,963","1,868",5.1,53.98,36.4,,,
2222,Quebec,Saint-Étienne-de-Beauharnois,Municipality,806,774,4.1,40.76,19.8,,,
2223,Quebec,Saint-Étienne-de-Bolton,Municipality,534,496,7.7,46.99,11.4,,,
2224,Quebec,Saint-Étienne-des-Grès,Parish,"4,217","3,881",8.7,104.78,40.2,,,
2225,Quebec,Saint-Eugène,Municipality,"1,131","1,133",?0.2,75.67,14.9,,,
2226,Quebec,Saint-Eugène-d'Argentenay,Municipality,546,572,?4.5,86.69,6.3,,,
2227,Quebec,Saint-Eugène-de-Guigues,Municipality,454,474,?4.2,110.34,4.1,,,
2228,Quebec,Saint-Eugène-de-Ladrière,Parish,421,441,?4.5,335.56,1.3,,,
2229,Quebec,Saint-Eusèbe,Parish,614,620,?1.0,129.46,4.7,,,
2230,Quebec,Saint-Eustache,Town,"44,154","42,077",4.9,69.61,634.3,,,
2231,Quebec,Saint-Évariste-de-Forsyth,Municipality,525,647,?18.9,111.22,4.7,,,
2232,Quebec,Saint-Fabien,Parish,"1,906","1,952",?2.4,120.24,15.9,,,
2233,Quebec,Saint-Fabien-de-Panet,Parish,992,"1,057",?6.1,185.29,5.4,,,
2234,Quebec,Saint-Faustin–Lac-Carré,Municipality,"3,467","2,985",16.1,121.28,28.6,,,
2235,Quebec,Saint-Félicien,Town,"10,278","10,477",?1.9,363.57,28.3,,,
2236,Quebec,Saint-Félix-de-Dalquier,Municipality,856,936,?8.5,113.81,7.5,,,
2237,Quebec,Saint-Félix-de-Kingsey,Municipality,"1,563","1,430",9.3,126.7,12.3,,,
2238,Quebec,Saint-Félix-de-Valois,Municipality,"6,029","5,755",4.8,87.87,68.6,,,
2239,Quebec,Saint-Félix-d'Otis,Municipality,"1,007","1,007",0,232.42,3.4,,,
2240,Quebec,Saint-Ferdinand,Municipality,"2,067","2,195",?5.8,137.16,15.1,,,
2241,Quebec,Saint-Ferréol-les-Neiges,Municipality,"2,964","2,546",16.4,83.26,35.6,,,
2242,Quebec,Saint-Flavien,Municipality,"1,578","1,585",?0.4,67.54,23.4,,,
2243,Quebec,Saint-Fortunat,Municipality,280,276,1.4,75.92,3.7,,,
2244,Quebec,Saint-François-d'Assise,Municipality,706,743,?5.0,178.12,4,,,
2245,Quebec,Saint-François-de-la-Rivière-du-Sud,Municipality,"1,596","1,574",1.4,94.05,17,,,
2246,Quebec,Saint-François-de-l'Île-d'Orléans,Municipality,527,573,?8.0,29.21,18,,,
2247,Quebec,Saint-François-de-Sales,Municipality,654,731,?10.5,198.2,3.3,,,
2248,Quebec,Saint-François-du-Lac,Municipality,"1,957","2,002",?2.2,64.31,30.4,,,
2249,Quebec,Saint-François-Xavier-de-Brompton,Municipality,"2,101","2,018",4.1,97.51,21.5,,,
2250,Quebec,Saint-François-Xavier-de-Viger,Municipality,256,277,?7.6,109.47,2.3,,,
2251,Quebec,Saint-Frédéric,Parish,"1,085","1,049",3.4,72.87,14.9,,,
2252,Quebec,Saint-Fulgence,Municipality,"1,949","2,024",?3.7,353.64,5.5,,,
2253,Quebec,Saint-Gabriel,Town,"2,844","2,828",0.6,2.81,"1,012.30",,,
2254,Quebec,Saint-Gabriel-de-Brandon,Parish,"2,679","2,800",?4.3,99.91,26.8,,,
2255,Quebec,Saint-Gabriel-de-Rimouski,Municipality,"1,180","1,228",?3.9,128.88,9.2,,,
2256,Quebec,Saint-Gabriel-de-Valcartier,Municipality,"2,933","2,827",3.7,435.44,6.7,,,
2257,Quebec,Saint-Gabriel-Lalemant,Municipality,799,788,1.4,77.31,10.3,,,
2258,Quebec,Saint-Gédéon,Municipality,"2,001","1,931",3.6,63.52,31.5,,,
2259,Quebec,Saint-Gédéon-de-Beauce,Municipality,"2,277","2,351",?3.1,196.99,11.6,,,
2260,Quebec,Saint-Georges,Town,"31,173","29,616",5.3,198.21,157.3,,,
2261,Quebec,Saint-Georges-de-Clarenceville,Municipality,"1,056","1,106",?4.5,63.43,16.6,,,
2262,Quebec,Saint-Georges-de-Windsor,Municipality,911,911,0,126.52,7.2,,,
2263,Quebec,Saint-Gérard-Majella,Parish,246,252,?2.4,38.21,6.4,,,
2264,Quebec,Saint-Germain,Parish,280,301,?7.0,28.45,9.8,,,
2265,Quebec,Saint-Germain-de-Grantham,Municipality,"4,551","3,993",14,87.63,51.9,,,
2266,Quebec,Saint-Gervais,Municipality,"2,058","1,926",6.9,89.12,23.1,,,
2267,Quebec,Saint-Gilbert,Parish,282,292,?3.4,37.34,7.6,,,
2268,Quebec,Saint-Gilles,Parish,"2,138","1,813",17.9,177.36,12.1,,,
2269,Quebec,Saint-Godefroi,Township,405,370,9.5,64.41,6.3,,,
2270,Quebec,Saint-Guillaume,Municipality,"1,547","1,578",?2.0,87.96,17.6,,,
2271,Quebec,Saint-Guy,Municipality,91,89,2.2,139.05,0.7,,,
2272,Quebec,Saint-Henri,Municipality,"5,023","4,094",22.7,122.29,41.1,,,
2273,Quebec,Saint-Henri-de-Taillon,Municipality,760,739,2.8,61.41,12.4,,,
2274,Quebec,Saint-Herménégilde,Municipality,702,718,?2.2,166.72,4.2,,,
2275,Quebec,Saint-Hilaire-de-Dorset,Parish,99,104,?4.8,186.42,0.3,,,
2276,Quebec,Saint-Hilarion,Parish,"1,181","1,191",?0.8,99.65,11.9,,,
2277,Quebec,Saint-Hippolyte,Municipality,"8,083","7,219",12,120.65,67,,,
2278,Quebec,Saint-Honoré,Municipality,"5,257","4,727",11.2,189.14,27.8,,,
2279,Quebec,Saint-Honoré-de-Shenley,Municipality,"1,610","1,644",?2.1,133.1,12.1,,,
2280,Quebec,Saint-Honoré-de-Témiscouata,Municipality,780,807,?3.3,264.63,2.9,,,
2281,Quebec,Saint-Hubert-de-Rivière-du-Loup,Municipality,"1,235","1,422",?13.2,191.69,6.4,,,
2282,Quebec,Saint-Hugues,Municipality,"1,292","1,310",?1.4,83.84,15.4,,,
2283,Quebec,Saint-Hyacinthe,Town,"53,236","51,616",3.1,188.69,282.1,,,
2284,Quebec,Saint-Ignace-de-Loyola,Municipality,"2,086","1,925",8.4,36.16,57.7,,,
2285,Quebec,Saint-Ignace-de-Stanbridge,Municipality,638,631,1.1,69.16,9.2,,,
2286,Quebec,Saint-Irénée,Parish,674,727,?7.3,60.55,11.1,,,
2287,Quebec,Saint-Isidore,Municipality,"2,947","2,503",17.7,102.71,28.7,,,
2288,Quebec,Saint-Isidore,Parish,"2,581","2,489",3.7,51.94,49.7,,,
2289,Quebec,Saint-Isidore-de-Clifton,Municipality,716,781,?8.3,177.23,4,,,
2290,Quebec,Saint-Jacques,Municipality,"4,021","3,706",8.5,67.34,59.7,,,
2291,Quebec,Saint-Jacques-de-Leeds,Municipality,711,708,0.4,80.9,8.8,,,
2292,Quebec,Saint-Jacques-le-Majeur-de-Wolfestown,Parish,189,171,10.5,59.32,3.2,,,
2293,Quebec,Saint-Jacques-le-Mineur,Municipality,"1,672","1,628",2.7,67.25,24.9,,,
2294,Quebec,Saint-Janvier-de-Joly,Municipality,968,890,8.8,109.66,8.8,,,
2295,Quebec,Saint-Jean-Baptiste,Municipality,"3,191","3,035",5.1,72.03,44.3,,,
2296,Quebec,Saint-Jean-de-Brébeuf,Municipality,359,392,?8.4,79,4.5,,,
2297,Quebec,Saint-Jean-de-Cherbourg,Parish,193,218,?11.5,114.05,1.7,,,
2298,Quebec,Saint-Jean-de-Dieu,Municipality,"1,606","1,671",?3.9,151.02,10.6,,,
2299,Quebec,Saint-Jean-de-la-Lande,Municipality,310,293,5.8,107.11,2.9,,,
2300,Quebec,Saint-Jean-de-l'Île-d'Orléans,Municipality,923,968,?4.6,43.49,21.2,,,
2301,Quebec,Saint-Jean-de-Matha,Municipality,"4,335","4,152",4.4,109.35,39.6,,,
2302,Quebec,Saint-Jean-Port-Joli,Municipality,"3,304","3,363",?1.8,68.95,47.9,,,
2303,Quebec,Saint-Jean-sur-Richelieu,Town,"92,394","87,492",5.6,225.78,409.2,,,
2304,Quebec,Saint-Jérôme,Town,"68,456","63,729",7.4,90.52,756.3,,,
2305,Quebec,Saint-Joachim,Parish,"1,471","1,362",8,42.61,34.2,,,
2306,Quebec,Saint-Joachim-de-Shefford,Municipality,"1,171","1,089",7.5,127.11,9.2,,,
2307,Quebec,Saint-Joseph-de-Beauce,Town,"4,722","4,454",6,110.87,42.6,,,
2308,Quebec,Saint-Joseph-de-Coleraine,Municipality,"1,870","2,003",?6.6,126.87,14.7,,,
2309,Quebec,Saint-Joseph-de-Kamouraska,Parish,418,402,4,85.2,4.9,,,
2310,Quebec,Saint-Joseph-de-Lepage,Parish,527,545,?3.3,30.44,17.3,,,
2311,Quebec,Saint-Joseph-des-Érables,Municipality,420,417,0.7,51.73,8.1,,,
2312,Quebec,Saint-Joseph-de-Sorel,Town,"1,677","1,686",?0.5,1.38,"1,216.80",,,
2313,Quebec,Saint-Joseph-du-Lac,Municipality,"6,195","4,958",24.9,41.38,149.7,,,
2314,Quebec,Saint-Jude,Municipality,"1,235","1,130",9.3,77.32,16,,,
2315,Quebec,Saint-Jules,Parish,573,534,7.3,57.37,10,,,
2316,Quebec,Saint-Julien,Municipality,406,403,0.7,81.21,5,,,
2317,Quebec,Saint-Just-de-Bretenières,Municipality,709,794,?10.7,133.48,5.3,,,
2318,Quebec,Saint-Juste-du-Lac,Municipality,585,653,?10.4,168.19,3.5,,,
2319,Quebec,Saint-Justin,Parish,"1,060","1,051",0.9,78.41,13.5,,,
2320,Quebec,Saint-Lambert,Parish,211,222,?5.0,100.88,2.1,,,
2321,Quebec,Saint-Lambert,Town,"21,555","21,599",?0.2,7.55,"2,853.50",,,
2322,Quebec,Saint-Lambert-de-Lauzon,Municipality,"6,177","5,401",14.4,107.13,57.7,,,
2323,Quebec,Saint-Laurent-de-l'Île-d'Orléans,Municipality,"1,580","1,601",?1.3,35.72,44.2,,,
2324,Quebec,Saint-Lazare,Town,"19,295","17,016",13.4,66.62,289.6,,,
2325,Quebec,Saint-Lazare-de-Bellechasse,Municipality,"1,172","1,155",1.5,86.35,13.6,,,
2326,Quebec,Saint-Léandre,Parish,402,401,0.2,105.52,3.8,,,
2327,Quebec,Saint-Léonard-d'Aston,Municipality,"2,271","2,146",5.8,82.56,27.5,,,
2328,Quebec,Saint-Léonard-de-Portneuf,Municipality,"1,019","1,046",?2.6,140.6,7.2,,,
2329,Quebec,Saint-Léon-de-Standon,Parish,"1,128","1,237",?8.8,137.06,8.2,,,
2330,Quebec,Saint-Léon-le-Grand,Parish,992,965,2.8,76.64,12.9,,,
2331,Quebec,Saint-Léon-le-Grand,Parish,970,"1,073",?9.6,128.5,7.5,,,
2332,Quebec,Saint-Liboire,Municipality,"3,051","2,895",5.4,72.74,41.9,,,
2333,Quebec,Saint-Liguori,Parish,"1,976","1,887",4.7,50.6,39.1,,,
2334,Quebec,Saint-Lin–Laurentides,Town,"17,463","14,159",23.3,118.52,147.3,,,
2335,Quebec,Saint-Louis,Municipality,775,726,6.7,47.07,16.5,,,
2336,Quebec,Saint-Louis-de-Blandford,Municipality,903,985,?8.3,106.73,8.5,,,
